Timestamp,Center_X,Center_Y,Distance_m
2025-05-07 23:36:51.949155,338,307,1.7759509221470269
2025-05-07 23:36:52.042684,338,307,1.85967355375819
2025-05-07 23:36:52.136156,341,307,1.8549525476058066
2025-05-07 23:36:52.225374,340,307,1.8605648272128998
2025-05-07 23:36:52.319373,341,307,1.85518714537739
2025-05-07 23:36:52.412615,340,307,1.8552926579978424
2025-05-07 23:36:52.508619,341,307,1.8564076412023016
2025-05-07 23:36:52.602856,340,307,1.8593155072135357
2025-05-07 23:36:52.696897,340,306,1.8652316970890621
2025-05-07 23:36:52.790885,339,307,1.8672560948437529
2025-05-07 23:36:52.888270,341,307,1.8611278080390685
2025-05-07 23:36:52.982632,341,307,1.8577493575805495
2025-05-07 23:36:53.076972,341,307,1.8648214359455655
2025-05-07 23:36:53.171112,341,307,1.860841730064807
2025-05-07 23:36:53.262273,341,307,1.8613754511956686
2025-05-07 23:36:53.360790,341,307,1.860993798128128
2025-05-07 23:36:53.450717,341,307,1.8559831045406547
2025-05-07 23:36:53.564512,341,306,1.8615913175344738
2025-05-07 23:36:53.668209,340,307,1.8600388176671723
2025-05-07 23:36:53.774525,340,307,1.8608855750304623
2025-05-07 23:36:53.884565,339,307,1.8603944002635169
2025-05-07 23:36:53.983847,340,307,1.8622687749990656
2025-05-07 23:36:54.100816,341,307,1.8624715523009794
2025-05-07 23:36:54.223305,341,307,1.8564054028632166
2025-05-07 23:36:54.344020,342,307,1.8571669384715455
2025-05-07 23:36:54.467394,340,307,1.86161792657402
2025-05-07 23:36:54.576814,340,306,1.868899186915888
2025-05-07 23:36:54.686913,341,307,1.8592646348139619
2025-05-07 23:36:54.845055,340,307,1.8627336894673976
2025-05-07 23:36:54.952673,340,307,1.8608314180561816
2025-05-07 23:36:55.049157,340,307,1.8580573852716449
2025-05-07 23:36:55.157135,339,307,1.8581907860998965
2025-05-07 23:36:55.249632,338,307,1.8650946436173168
2025-05-07 23:36:55.358778,340,307,1.8633511185190041
2025-05-07 23:36:55.452730,340,307,1.867760673150516
2025-05-07 23:36:55.561592,340,308,1.857026598326985
2025-05-07 23:36:56.526850,340,307,1.8609620867710615
2025-05-07 23:36:56.617356,339,308,1.8618347277440064
2025-05-07 23:36:56.712699,340,307,1.868731553076586
2025-05-07 23:36:56.806217,340,308,1.8584805351780054
2025-05-07 23:36:56.900600,340,307,1.8641720262632668
2025-05-07 23:36:56.996044,341,307,1.8632401421925415
2025-05-07 23:36:57.090634,341,307,1.8611338022217425
2025-05-07 23:36:57.187621,340,307,1.8670247184096673
2025-05-07 23:36:59.871074,341,307,1.8647517929264334
2025-05-07 23:36:59.964009,340,306,1.8699303398172018
2025-05-07 23:37:00.072291,340,307,1.8673118657079728
2025-05-07 23:37:00.180295,340,307,1.867185877808658
2025-05-07 23:37:00.276144,340,307,1.8682713298693476
2025-05-07 23:37:00.370920,339,307,1.8640831166167986
2025-05-07 23:37:00.478759,341,307,1.862437697265219
2025-05-07 23:37:00.571642,339,307,1.8705676298528628
2025-05-07 23:37:00.670680,340,307,1.875681839328582
2025-05-07 23:37:00.774733,340,307,1.8747894359575874
2025-05-07 23:37:00.885415,340,307,1.871183538871994
2025-05-07 23:37:00.987307,342,307,1.869967517946405
2025-05-07 23:37:01.108277,341,307,1.8690955471967132
2025-05-07 23:37:01.207419,341,307,1.8715713937004177
2025-05-07 23:37:01.314310,341,307,1.8727734419076991
2025-05-07 23:37:01.412010,341,306,1.8778219288389515
2025-05-07 23:37:01.515848,342,307,1.8753013114042127
2025-05-07 23:37:01.607854,342,306,1.8737230902695925
2025-05-07 23:37:01.705266,342,307,1.8720042048893624
2025-05-07 23:37:01.812177,341,306,1.874923031329382
2025-05-07 23:37:01.907219,342,307,1.872185624911802
2025-05-07 23:37:02.000343,341,307,1.8713178381510454
2025-05-07 23:37:02.096449,341,307,1.8753645919131412
2025-05-07 23:37:02.204886,341,307,1.874070977564402
2025-05-07 23:37:02.300695,341,306,1.879408859465694
2025-05-07 23:37:02.403883,342,307,1.8755280344343668
2025-05-07 23:37:02.505828,341,306,1.8787961383447371
2025-05-07 23:37:02.612780,342,307,1.8727092172537498
2025-05-07 23:37:03.763869,340,306,1.877349649629983
2025-05-07 23:37:03.856469,339,307,1.8827960939532464
2025-05-07 23:37:03.949662,338,308,1.8732537051734004
2025-05-07 23:37:04.047869,340,307,1.8753867983532948
2025-05-07 23:37:04.161560,338,307,1.8784603268232887
2025-05-07 23:37:04.253925,338,307,1.8776183804343833
2025-05-07 23:37:04.364045,339,307,1.8797219618638996
2025-05-07 23:37:04.472850,339,307,1.8790291749296686
2025-05-07 23:37:04.580761,341,307,1.8697367374689362
2025-05-07 23:37:04.679855,340,307,1.877368239976196
2025-05-07 23:37:04.802210,341,307,1.8760707001721428
2025-05-07 23:37:04.931826,341,307,1.8766366280433455
2025-05-07 23:37:05.073310,339,307,1.875497050938338
2025-05-07 23:37:05.183946,341,307,1.8771484466850386
2025-05-07 23:37:05.288319,339,307,1.8744843302996916
2025-05-07 23:37:05.402840,340,307,1.8823495339423648
2025-05-07 23:37:05.518960,341,307,1.8796420945269443
2025-05-07 23:37:05.631642,339,307,1.8769903444045872
2025-05-07 23:37:05.736268,340,306,1.8830606317792224
2025-05-07 23:37:05.844953,341,307,1.8781309501464076
2025-05-07 23:37:05.954030,341,307,1.8738114385170352
2025-05-07 23:37:06.061327,341,307,1.8770166482408792
2025-05-07 23:37:06.173896,340,307,1.8758627030254407
2025-05-07 23:37:06.281223,341,307,1.8792520392580452
2025-05-07 23:37:06.387539,340,307,1.8726329970724793
2025-05-07 23:37:06.482240,340,307,1.8812407185406155
2025-05-07 23:37:06.609743,341,307,1.876003119321056
2025-05-07 23:37:06.704057,342,306,1.8807255244262988
2025-05-07 23:37:06.812571,341,306,1.8774037126244285
2025-05-07 23:37:06.918578,341,306,1.8779158164944383
2025-05-07 23:37:07.014116,341,307,1.8767044548059097
2025-05-07 23:37:07.107365,340,307,1.8830983252296056
2025-05-07 23:37:07.213893,340,307,1.874079543962947
2025-05-07 23:37:07.315096,341,307,1.8744788918329323
2025-05-07 23:37:07.429775,341,307,1.8755750825931923
2025-05-07 23:37:07.535013,341,307,1.8763856088733435
2025-05-07 23:37:07.638555,339,307,1.8763234508054707
2025-05-07 23:37:07.741666,341,307,1.8779983435697005
2025-05-07 23:37:07.853848,341,307,1.8778941628651127
2025-05-07 23:37:07.953951,340,307,1.8793372621905091
2025-05-07 23:37:08.061948,342,307,1.8753733051444679
2025-05-07 23:37:08.165189,342,307,1.8749760973489789
2025-05-07 23:37:08.280580,340,307,1.8736075793709943
2025-05-07 23:37:08.420209,337,307,1.8821112508145117
2025-05-07 23:37:08.541440,340,307,1.8743944782361652
