Timestamp,Center_X,Center_Y,Distance_m
2025-05-07 23:41:45.695112,341,325,1.9489661624649859
2025-05-07 23:41:45.840463,341,325,2.005585960821364
2025-05-07 23:41:45.965445,341,324,2.0110258383508115
2025-05-07 23:41:46.087911,342,325,2.0024516882201984
2025-05-07 23:41:46.214209,342,324,2.00978764350787
2025-05-07 23:41:46.340218,342,325,2.005882324425862
2025-05-07 23:41:46.465209,342,324,2.01359477826183
2025-05-07 23:41:46.590907,342,324,2.0131551214806778
2025-05-07 23:41:46.719098,342,324,2.0135032703378846
2025-05-07 23:41:46.889697,342,325,2.009894178618778
2025-05-07 23:41:47.032331,342,325,2.0042905654284358
2025-05-07 23:41:47.154579,343,325,2.0087674770186084
2025-05-07 23:41:47.281544,343,325,2.0109572799315503
2025-05-07 23:41:47.419350,343,324,2.0081587632412305
2025-05-07 23:41:47.546819,343,324,1.995992477947396
2025-05-07 23:41:47.672695,343,325,1.9794908490879273
2025-05-07 23:41:47.806451,343,325,1.985536476664307
2025-05-07 23:41:47.935852,344,325,1.9741443028411239
2025-05-07 23:41:48.068658,344,326,1.9750353808793966
2025-05-07 23:41:48.198980,345,326,1.9636085586034913
2025-05-07 23:41:48.325460,346,326,1.9668869083283402
2025-05-07 23:41:48.450895,347,327,1.9680793055513888
2025-05-07 23:41:48.586998,347,327,1.9722227026918564
2025-05-07 23:41:48.725887,347,326,1.9872141797656617
2025-05-07 23:41:48.855540,347,326,1.9999138712511482
2025-05-07 23:41:48.980303,347,326,1.9921062988950722
2025-05-07 23:41:49.104054,347,326,1.9999860408903212
2025-05-07 23:41:49.227003,346,326,2.0057081002066637
2025-05-07 23:41:49.356451,346,326,2.004772664031939
2025-05-07 23:41:49.479295,346,325,2.0096566693767755
2025-05-07 23:41:49.615590,346,325,2.0145910040580177
2025-05-07 23:41:49.776048,346,326,2.004045346927673
2025-05-07 23:41:49.942586,346,325,2.0128381134352376
2025-05-07 23:41:50.069992,346,325,2.0111298377530713
2025-05-07 23:41:50.258027,346,325,2.0122650872867935
2025-05-07 23:41:50.519188,346,325,2.0113402310396786
2025-05-07 23:41:50.714068,346,325,2.0104200415473357
2025-05-07 23:41:50.897748,346,325,2.011998600750964
2025-05-07 23:41:51.026510,346,325,2.009799853165983
2025-05-07 23:41:51.166367,346,325,2.0062947834149685
2025-05-07 23:41:51.289857,346,325,2.0072318843489607
2025-05-07 23:41:51.451501,346,324,2.0205398792691978
2025-05-07 23:41:51.589874,346,325,2.018699185283049
2025-05-07 23:41:51.718488,346,325,2.0138538014639993
2025-05-07 23:41:51.845030,346,325,2.017119326581718
2025-05-07 23:41:51.965273,345,325,2.0200436160186097
2025-05-07 23:41:52.106001,345,325,2.016258750087676
2025-05-07 23:41:52.228716,345,325,2.017281860092203
2025-05-07 23:41:52.369477,345,324,2.025710471664204
2025-05-07 23:41:52.531645,345,324,2.0245232934017876
2025-05-07 23:41:52.698979,345,324,2.027245595120442
2025-05-07 23:41:52.830634,345,324,2.0289312967978335
2025-05-07 23:41:52.966048,345,325,2.0214893877141997
2025-05-07 23:41:53.091846,345,324,2.0335079196099892
2025-05-07 23:41:53.231088,345,324,2.029372554510902
2025-05-07 23:41:53.403087,345,324,2.028294386115921
2025-05-07 23:41:53.555384,345,325,2.016053554735795
2025-05-07 23:41:53.711663,345,324,2.027170507833982
2025-05-07 23:41:53.880353,345,324,2.0229058370814594
2025-05-07 23:41:54.055018,345,325,2.017659732540862
2025-05-07 23:41:54.223910,345,325,2.013815446933832
2025-05-07 23:41:54.391595,345,325,2.010070042314265
2025-05-07 23:41:54.613057,345,325,2.009441717417164
2025-05-07 23:41:58.056457,345,325,2.0127853422279083
2025-05-07 23:41:58.202780,345,325,2.0016444091796877
2025-05-07 23:41:58.337712,345,325,2.0135816988817
2025-05-07 23:41:58.472070,345,325,2.0094033041591026
2025-05-07 23:41:58.603156,345,325,2.0148991827826
2025-05-07 23:41:58.740514,345,325,2.018286160419104
2025-05-07 23:41:58.880222,345,325,2.0089880683715706
2025-05-07 23:41:59.024242,345,324,2.019870407576048
2025-05-07 23:41:59.181459,345,325,2.011546641300168
2025-05-07 23:41:59.350942,345,325,2.0112783487443786
2025-05-07 23:41:59.491530,346,325,2.0054934036408283
2025-05-07 23:41:59.626203,346,325,2.0101307027989876
2025-05-07 23:41:59.774641,346,325,2.006768799879536
2025-05-07 23:41:59.925589,346,325,2.006591729270519
2025-05-07 23:42:00.080626,346,325,2.009195673618238
2025-05-07 23:42:00.235562,347,325,2.0080724674224393
2025-05-07 23:42:00.379702,349,325,2.002470361816782
2025-05-07 23:42:00.534437,350,323,2.0013103276137154
2025-05-07 23:42:00.691641,352,322,2.022222723095526
2025-05-07 23:42:00.868044,353,320,2.045395805038545
2025-05-07 23:42:01.034925,353,320,2.0444693727360486
2025-05-07 23:42:01.226769,354,320,2.050868311350407
2025-05-07 23:42:01.405960,354,319,2.058550508923922
2025-05-07 23:42:01.574994,352,320,2.049845583593197
2025-05-07 23:42:01.741731,352,322,2.085166178321403
2025-05-07 23:42:01.898984,352,325,2.0307822602059384
2025-05-07 23:42:02.050369,352,326,2.0261767970035076
2025-05-07 23:42:02.208369,352,326,2.0183725734941684
2025-05-07 23:42:02.371820,351,327,2.0113605188504295
2025-05-07 23:42:02.593370,351,327,2.013175465173063
2025-05-07 23:42:02.853045,351,327,2.005798022202629
2025-05-07 23:42:03.072120,350,326,2.0231852739179046
2025-05-07 23:42:03.241546,349,326,2.015559108846596
2025-05-07 23:42:03.388723,350,326,2.015145024654191
2025-05-07 23:42:03.543158,349,327,2.0018635436859076
2025-05-07 23:42:03.700848,349,326,2.007635861985934
2025-05-07 23:42:03.900103,348,326,2.0056325140865585
2025-05-07 23:42:04.082922,348,326,2.00210336285316
2025-05-07 23:42:04.238510,348,327,1.994384835738998
2025-05-07 23:42:04.385091,348,327,1.9922116452322787
2025-05-07 23:42:04.564407,348,326,2.005788843416729
2025-05-07 23:42:04.719067,348,326,2.002900220595608
2025-05-07 23:42:04.876438,347,325,2.014589348486059
2025-05-07 23:42:05.027223,347,325,2.018698411271881
2025-05-07 23:42:05.187446,347,324,2.0321457724503444
2025-05-07 23:42:05.342968,347,323,2.0508138833097522
2025-05-07 23:42:05.495055,346,323,2.0441908436213994
2025-05-07 23:42:05.660377,346,324,2.024872235675546
2025-05-07 23:42:05.828105,346,325,2.0198796149444904
2025-05-07 23:42:05.977184,346,325,2.0176223990208078
2025-05-07 23:42:06.130437,346,325,2.0225100686636686
2025-05-07 23:42:06.277620,346,325,2.022596594098308
2025-05-07 23:42:06.432529,346,324,2.027509717349705
2025-05-07 23:42:06.601328,347,325,2.0262025230002814
2025-05-07 23:42:06.780821,347,324,2.03276624974985
2025-05-07 23:42:06.978707,346,325,2.02542728755717
2025-05-07 23:42:07.154177,346,325,2.0226966984107912
2025-05-07 23:42:07.408921,347,325,2.0240703908369335
2025-05-07 23:42:07.607646,347,324,2.0375210416645895
2025-05-07 23:42:07.789336,347,324,2.0351378566886575
2025-05-07 23:42:07.954268,347,324,2.0340227944322287
2025-05-07 23:42:08.107094,347,323,2.0466149541365755
2025-05-07 23:42:08.255125,346,323,2.046787448915435
2025-05-07 23:42:08.424515,347,323,2.0528840384274663
2025-05-07 23:42:08.589097,346,323,2.057049839196768
2025-05-07 23:42:08.735092,345,321,2.0700497435748284
2025-05-07 23:42:08.875955,346,323,2.043881806973418
2025-05-07 23:42:09.015893,346,324,2.0359234751674387
2025-05-07 23:42:09.161201,346,323,2.0461708848205964
2025-05-07 23:42:09.309217,346,324,2.0395085923290233
2025-05-07 23:42:09.488042,347,325,2.0238433873307544
2025-05-07 23:42:09.649171,347,325,2.0238762520616276
2025-05-07 23:42:09.805645,346,324,2.0477393429839643
2025-05-07 23:42:09.959024,347,324,2.0477576646736675
2025-05-07 23:42:10.115192,345,325,2.0361678632165296
2025-05-07 23:42:10.277041,345,326,2.023492571069259
2025-05-07 23:42:10.465460,344,325,2.0282680090384133
2025-05-07 23:42:10.623977,344,324,2.0512838317683264
2025-05-07 23:42:10.782086,344,322,2.0624447143039757
2025-05-07 23:42:10.975673,344,323,2.0522209913168608
2025-05-07 23:42:11.154156,344,322,2.0665215253475138
2025-05-07 23:42:11.455004,344,323,2.0595902361062084
2025-05-07 23:42:11.706622,343,322,2.067103846939868
2025-05-07 23:42:11.885486,342,322,2.0667265496939895
2025-05-07 23:42:12.042830,341,323,2.0511725381008206
2025-05-07 23:42:12.201401,341,324,2.043051045426016
2025-05-07 23:42:12.349981,342,323,2.0481369054042124
2025-05-07 23:42:12.531806,341,325,2.0290832259854534
2025-05-07 23:42:12.699729,340,324,2.042905940352419
2025-05-07 23:42:12.871684,340,323,2.0511521214111825
2025-05-07 23:42:13.064225,339,324,2.0413689255135736
2025-05-07 23:42:13.256463,339,323,2.050088329501842
2025-05-07 23:42:13.413107,338,324,2.0484878843687624
2025-05-07 23:42:13.565978,338,323,2.055128527554036
2025-05-07 23:42:13.724413,339,322,2.064531603000776
2025-05-07 23:42:13.882373,339,323,2.0594571403715665
2025-05-07 23:42:14.076015,339,323,2.05681840296548
2025-05-07 23:42:14.265040,340,323,2.052528369657267
2025-05-07 23:42:14.435862,340,324,2.034664231220657
2025-05-07 23:42:14.613928,341,324,2.034700695094898
2025-05-07 23:42:14.769060,342,324,2.0291406253019266
2025-05-07 23:42:14.935839,347,321,2.0797881133340783
2025-05-07 23:42:15.084166,353,322,2.0847278075998785
2025-05-07 23:42:15.217356,358,322,2.0835565792306587
2025-05-07 23:42:15.366657,362,323,2.0693470711334814
2025-05-07 23:42:15.558398,365,324,2.0611470644136523
2025-05-07 23:42:15.712653,365,323,2.0742729792439714
2025-05-07 23:42:16.020223,366,325,2.0545864721340195
2025-05-07 23:42:16.199876,365,324,2.0719947024785155
