Timestamp,Center_X,Center_Y,Distance_m
2025-05-08 22:20:43.150343,294,303,1.7997276425791164
2025-05-08 22:20:43.271179,315,304,1.7799683240954467
2025-05-08 22:20:43.386891,316,304,1.7807670328693448
2025-05-08 22:20:43.504852,318,303,1.7845380044345898
2025-05-08 22:20:43.612675,308,304,1.787546945360677
2025-05-08 22:20:43.724691,314,303,1.786429680708854
2025-05-08 22:20:43.849659,310,303,1.7886102538005575
2025-05-08 22:20:43.968262,312,304,1.783490738658212
2025-05-08 22:20:44.088281,313,304,1.7824962500636508
2025-05-08 22:20:44.224400,313,304,1.7807982935003732
2025-05-08 22:20:44.379982,316,303,1.7850708773788244
2025-05-08 22:20:44.492938,316,304,1.7785346673973903
2025-05-08 22:20:44.603808,316,304,1.781599509035521
2025-05-08 22:20:44.728394,310,304,1.7797174118512853
2025-05-08 22:20:44.846658,312,303,1.7877090742186372
2025-05-08 22:20:44.964496,310,304,1.7856308750889758
2025-05-08 22:20:45.092610,309,304,1.786328131950124
2025-05-08 22:20:45.219293,305,304,1.7830607747737524
2025-05-08 22:20:45.335607,311,303,1.788106864657851
2025-05-08 22:20:45.440455,314,304,1.0960773452549704
2025-05-08 22:20:45.564044,314,304,1.1719584236170135
2025-05-08 22:20:46.155476,310,304,3.3087182162598596
2025-05-08 22:20:46.265729,314,304,2.83088487628715
2025-05-08 22:20:46.389579,315,305,1.7580875115428656
2025-05-08 22:20:46.493255,314,305,1.5467717306525697
2025-05-08 22:20:46.759197,306,304,4.8637258687258695
2025-05-08 22:20:47.192777,317,303,2.9541071901191005
2025-05-08 22:20:47.361711,311,304,1.7628388644773358
2025-05-08 22:20:47.476459,309,305,1.7891040618515677
2025-05-08 22:20:48.236499,310,304,3.5639099606358062
2025-05-08 22:20:48.345501,307,305,2.700240789505472
2025-05-08 22:20:48.467963,312,305,1.7538532156166298
2025-05-08 22:20:49.270955,315,304,4.719634409824881
2025-05-08 22:20:49.398036,315,305,2.527532652406681
2025-05-08 22:20:49.518384,311,305,1.7535517477524734
2025-05-08 22:20:50.287264,308,304,3.7915010817581414
2025-05-08 22:20:50.437770,319,304,2.6948116253743533
2025-05-08 22:20:50.590545,306,304,1.3082227263797024
2025-05-08 22:20:50.969294,312,305,3.3951834061135373
2025-05-08 22:20:51.089403,309,303,4.6902993907745865
2025-05-08 22:20:51.275838,315,303,3.513439321748879
2025-05-08 22:20:51.399674,313,303,2.64864025101074
2025-05-08 22:20:51.528050,313,303,1.77133409429137
2025-05-08 22:20:51.650641,313,303,1.535825666995806
2025-05-08 22:20:52.367278,315,303,3.205450725066588
2025-05-08 22:20:52.478316,307,303,2.6230463964373354
2025-05-08 22:20:52.587953,318,303,1.7665000589396753
2025-05-08 22:20:52.719253,312,303,1.3528487550131278
2025-05-08 22:20:53.443418,321,302,2.9781974341800197
2025-05-08 22:20:53.556231,298,302,1.7718802681418464
2025-05-08 22:20:53.675290,310,301,1.5172358208140349
2025-05-08 22:20:54.446390,307,303,3.4272256667426486
2025-05-08 22:20:54.568265,317,303,2.6877903714935556
2025-05-08 22:20:54.697713,314,303,1.5747835128823626
2025-05-08 22:20:55.486832,311,303,3.279460525128575
2025-05-08 22:20:55.693328,305,303,1.7699929745659733
2025-05-08 22:20:56.446706,298,302,4.5853712455830395
2025-05-08 22:20:56.570636,292,303,2.8920795731937488
2025-05-08 22:20:56.702409,302,303,1.7832836669857524
2025-05-08 22:20:56.820464,303,303,1.599287735368013
2025-05-08 22:20:57.540560,293,303,4.156880456505733
2025-05-08 22:20:57.662996,294,303,2.8873981654605045
2025-05-08 22:20:57.775479,300,303,1.7762625348760874
2025-05-08 22:20:57.884937,289,302,2.086379066345753
2025-05-08 22:20:58.515113,298,303,3.031026247896803
2025-05-08 22:20:58.640226,297,303,2.7061401969233985
2025-05-08 22:20:58.760653,312,303,1.7648459261939218
2025-05-08 22:20:58.873134,297,302,1.5524735975035737
2025-05-08 22:20:59.180623,319,303,2.6161211211211213
2025-05-08 22:20:59.572859,319,303,3.3598753630508904
2025-05-08 22:20:59.683011,318,303,2.6658997483318325
2025-05-08 22:20:59.813070,321,302,1.7694428732267506
2025-05-08 22:20:59.946200,321,302,1.380524056217684
2025-05-08 22:21:00.702090,313,302,4.350453895559899
2025-05-08 22:21:00.883803,310,303,1.758702936942125
2025-05-08 22:21:01.291152,299,303,4.237034736138945
2025-05-08 22:21:01.623103,294,303,3.5102227674190383
2025-05-08 22:21:01.746490,288,303,3.4891000450546588
2025-05-08 22:21:01.877227,291,301,1.8222554707379137
2025-05-08 22:21:02.020078,298,300,1.525693513905085
2025-05-08 22:21:02.710108,304,303,3.655414869249857
2025-05-08 22:21:02.846808,304,303,2.988481448561922
2025-05-08 22:21:02.981098,297,304,1.5150268217481764
