Timestamp,Center_X,Center_Y,Distance_m
2025-05-07 23:38:59.980469,340,308,1.828811641087371
2025-05-07 23:39:00.300793,339,307,1.9082710770932263
2025-05-07 23:39:00.500074,341,307,1.9020074830655744
2025-05-07 23:39:00.704243,341,307,1.9058799251848322
2025-05-07 23:39:00.856406,341,307,1.9020336164813283
2025-05-07 23:39:01.110801,340,307,1.9016774461321089
2025-05-07 23:39:01.333804,341,307,1.9031436982080885
2025-05-07 23:39:01.528847,340,307,1.8962583591440236
2025-05-07 23:39:01.685147,340,307,1.9005551742390827
2025-05-07 23:39:01.861635,341,307,1.9003841910623542
2025-05-07 23:39:02.050514,341,307,1.9039579130403925
2025-05-07 23:39:02.242312,341,307,1.8983352580103576
2025-05-07 23:39:02.413762,342,307,1.8988842711224998
2025-05-07 23:39:02.601099,341,307,1.9053572105715475
2025-05-07 23:39:02.766510,340,307,1.9047422844275688
2025-05-07 23:39:02.957242,340,307,1.902721591710137
2025-05-07 23:39:03.134409,341,307,1.8987298818482374
2025-05-07 23:39:03.301488,342,307,1.9025309349180006
2025-05-07 23:39:03.460643,341,307,1.900306043351781
2025-05-07 23:39:03.627611,341,307,1.9018464415815193
2025-05-07 23:39:03.957959,341,307,1.8914122411117256
2025-05-07 23:39:04.164188,340,307,1.892356961150161
2025-05-07 23:39:04.390116,340,307,1.890024138722608
2025-05-07 23:39:04.632560,341,307,1.8908929748944678
2025-05-07 23:39:04.907957,340,307,1.8909627526203407
2025-05-07 23:39:05.108411,340,307,1.8951070820323588
2025-05-07 23:39:05.319476,340,307,1.8948683570159859
2025-05-07 23:39:05.510442,338,307,1.8926569233882677
2025-05-07 23:39:05.662357,339,307,1.893214476264509
2025-05-07 23:39:05.847607,340,307,1.889436365566288
2025-05-07 23:39:06.057245,340,307,1.8879384608576362
2025-05-07 23:39:06.234249,338,307,1.895614876467496
2025-05-07 23:39:06.423103,340,307,1.8913628747287783
2025-05-07 23:39:06.595347,340,307,1.891774604437373
2025-05-07 23:39:06.781587,339,307,1.8941678892037181
2025-05-07 23:39:06.965239,341,307,1.8969738342152929
2025-05-07 23:39:07.139482,343,307,1.893710412527755
2025-05-07 23:39:07.285433,341,307,1.8916671482204803
2025-05-07 23:39:07.448669,341,307,1.8947378735739502
2025-05-07 23:39:07.625385,340,307,1.895186942520623
2025-05-07 23:39:07.931238,339,307,1.8974806750758142
2025-05-07 23:39:08.142089,339,308,1.89332846070226
2025-05-07 23:39:08.311647,339,308,1.8945364361702128
2025-05-07 23:39:08.483266,340,308,1.8914792979337924
2025-05-07 23:39:08.639825,339,308,1.8935874931383139
2025-05-07 23:39:08.826722,338,308,1.8973857379534
2025-05-07 23:39:08.992500,339,308,1.8927169384218159
2025-05-07 23:39:09.150038,339,308,1.8901691563409306
2025-05-07 23:39:09.355303,338,308,1.8904346998484263
2025-05-07 23:39:09.582535,337,307,1.8957559482811233
2025-05-07 23:39:09.930238,338,307,1.8976872541891858
2025-05-07 23:39:10.192401,339,307,1.8966626783532163
2025-05-07 23:39:10.476324,338,307,1.9147628362077471
2025-05-07 23:39:10.676091,339,306,1.9106618168457794
2025-05-07 23:39:10.861538,340,307,1.895156343339307
2025-05-07 23:39:11.080756,340,307,1.8882410717638667
2025-05-07 23:39:11.253817,339,307,1.8870978665635931
2025-05-07 23:39:11.445632,338,306,1.8978865763651276
2025-05-07 23:39:11.633742,338,306,1.8965651611563226
2025-05-07 23:39:11.918610,333,306,1.9040006952684665
2025-05-07 23:39:12.159199,334,306,1.9022659667300468
2025-05-07 23:39:12.319113,337,306,1.8956468538907505
2025-05-07 23:39:12.486369,341,306,1.9170424252416738
2025-05-07 23:39:12.644874,344,306,1.9062285257054763
2025-05-07 23:39:12.800131,346,306,1.9023342347714352
2025-05-07 23:39:12.950572,348,306,1.9031841977621302
2025-05-07 23:39:13.123877,349,306,1.9061691027846916
2025-05-07 23:39:13.266849,350,307,1.9031918558401648
2025-05-07 23:39:13.444234,351,307,1.8984746174195493
2025-05-07 23:39:13.590693,352,307,1.8996310572503134
2025-05-07 23:39:13.758821,352,307,1.8983513717277487
2025-05-07 23:39:13.918346,352,307,1.903551864378471
2025-05-07 23:39:14.085854,353,307,1.8965578225022623
2025-05-07 23:39:14.256998,353,307,1.8969650963956413
